x,y,z,id,celltype,,,apical>apical
2601.602399,-1384.9888,0,rgc,2,,,
2599.334399,-1449.8968,0,rgc,2,,,
2531.888398,-1519.6108,0,rgc,2,,,
2503.916397,-1416.6328,0,rgc,2,,,
2462.336396,-1358.4208,0,rgc,2,,,
2472.434396,-1498.1728,0,rgc,2,,,
2473.730396,-1436.5588,0,rgc,2,,,
2512.880397,-1528.6828,0,rgc,2,,,
2566.664398,-1420.6828,0,rgc,2,,,
2595.392399,-1418.3068,0,rgc,2,,,
2581.784399,-1505.1928,0,rgc,2,,,
2606.570399,-1518.0448,0,apical,0,,,
2478.698396,-1498.6048,0,rgc,2,,,
2565.314398,-1475.4388,0,rgc,2,,,
2631.5184,-1380.7228,0,rgc,2,,,
2447.432395,-1504.8148,0,rgc,2,,,
2535.560398,-1465.1788,0,rgc,2,,,
2613.8604,-1394.8708,0,rgc,2,,,
2546.630398,-1404.1048,0,ipc 1,4,,,
2465.036396,-1488.1288,0,rgc,2,,,
2560.562398,-1430.0788,0,rgc,2,,,
2549.708398,-1427.8108,0,rgc,2,,,
2606.354399,-1529.8708,0,rgc,2,,,
2610.4044,-1421.7088,0,rgc,2,,,
2591.180399,-1428.3508,0,rgc,2,,,
2486.150396,-1406.9668,0,rgc,2,,,
2521.466397,-1450.1668,0,rgc,2,,,
2616.6684,-1435.5328,0,rgc,2,,,
2624.6064,-1498.5508,0,rgc,2,,,
2460.284396,-1467.6628,0,rgc,2,,,
2591.558399,-1548.7708,0,rgc,2,,,
2504.240397,-1432.1308,0,rgc,2,,,
2601.764399,-1470.7948,0,apical,0,,,
2473.622396,-1538.5648,0,rgc,2,,,
2494.304397,-1529.7628,0,apical,0,,,
2545.820398,-1546.5028,0,rgc,2,,,
2538.584398,-1410.9628,0,rgc,2,,,
2483.234396,-1411.5568,0,rgc,2,,,
2611.5384,-1362.1468,0,rgc,2,,,
2512.988397,-1548.7168,0,rgc,2,,,
2448.512395,-1449.4648,0,rgc,2,,,
2509.208397,-1397.4628,0,rgc,2,,,
2456.666396,-1426.0288,0,apical,0,,,
2519.684397,-1390.1188,0,pial,1,,,
2467.952396,-1520.2588,0,rgc,2,,,
2466.008396,-1419.0628,0,rgc,2,,,
2570.768399,-1443.7948,0,rgc,2,,,
2510.882397,-1517.7208,0,rgc,2,,,
2604.032399,-1411.2328,0,rgc,2,,,
2459.582396,-1447.7908,0,rgc,2,,,
2522.816397,-1415.5528,0,rgc,2,,,
2522.492397,-1377.3748,0,rgc,2,,,
2555.972398,-1516.7488,0,rgc,2,,,
2487.014396,-1393.6288,0,rgc,2,,,
2430.476395,-1461.4528,0,rgc,2,,,
2475.458396,-1458.4828,0,rgc,2,,,
2479.238396,-1557.1948,0,rgc,2,,,
2568.932398,-1489.5328,0,rgc,2,,,
2599.766399,-1491.4228,0,rgc,2,,,
2584.376399,-1483.8088,0,rgc,2,,,
2447.33077,-1322.2547,0,ipc proto,3,,,
2537.078772,-1183.2047,0,rgc,2,,,
2588.108774,-1366.7507,0,rgc,2,,,
2609.600774,-1318.5287,0,apical,0,,,
2571.800773,-1226.4587,0,rgc,2,,,
2601.284774,-1344.1247,0,rgc,2,,,
2522.444772,-1164.7907,0,rgc,2,,,
2504.300772,-1276.3007,0,pial,1,,,
2495.174771,-1251.8927,0,apical,0,,,
2633.198775,-1248.1667,0,rgc,2,,,
2623.370775,-1353.6827,0,rgc,2,,,
2518.178772,-1293.4727,0,rgc,2,,,
2482.430771,-1338.5087,0,rgc,2,,,
2454.83677,-1216.9007,0,rgc,2,,,
2471.414771,-1293.6347,0,rgc,2,,,
2505.218772,-1324.5227,0,apical,0,,,
2585.462774,-1305.2447,0,pial,1,,,
2496.902771,-1298.4947,0,rgc,2,,,
2575.634773,-1320.9587,0,rgc,2,,,
2571.476773,-1293.3107,0,ipc proto,3,,,
2549.660773,-1160.3087,0,rgc,2,,,
2602.040774,-1268.4167,0,rgc,2,,,
2463.260771,-1357.3007,0,rgc,2,,,
2489.990771,-1272.2507,0,rgc,2,,,
2591.672774,-1276.2467,0,rgc,2,,,
2559.650773,-1255.1867,0,rgc,2,,,
2573.636773,-1261.1807,0,rgc,2,,,
2604.902774,-1311.5087,0,rgc,2,,,
2627.690775,-1227.4307,0,rgc,2,,,
2521.526772,-1341.4787,0,rgc,2,,,
2642.108775,-1159.1207,0,rgc,2,,,
2471.414771,-1299.6827,0,rgc,2,,,
2523.848772,-1316.6387,0,rgc,2,,,
2471.738771,-1261.9367,0,rgc,2,,,
2558.624773,-1333.4867,0,rgc,2,,,
2547.068773,-1332.5687,0,rgc,2,,,
2546.312773,-1216.8467,0,rgc,2,,,
2477.894771,-1327.6007,0,rgc,2,,,
2541.938773,-1304.9207,0,rgc,2,,,
2591.834774,-1358.2727,0,rgc,2,,,
2547.338773,-1359.1907,0,rgc,2,,,
2470.550771,-1155.6107,0,rgc,2,,,
2497.388771,-1340.1287,0,rgc,2,,,
2559.218773,-1239.5807,0,ipc 1,4,,,
2533.298772,-1237.2047,0,rgc,2,,,
2538.860772,-1231.7507,0,apical,0,,,
2596.208774,-1292.2307,0,rgc,2,,,
2561.648773,-1210.9067,0,rgc,2,,,
2453.48677,-1242.3347,0,rgc,2,,,
2618.834775,-1323.0107,0,rgc,2,,,
2607.008774,-1344.4487,0,rgc,2,,,
2642.054775,-1269.3887,0,rgc,2,,,
2586.488774,-1326.3047,0,rgc,2,,,
2587.352774,-1299.0347,0,rgc,2,,,
2520.608772,-1359.5687,0,rgc,2,,,
2599.934774,-1348.8227,0,rgc,2,,,
2475.032771,-1230.7247,0,rgc,2,,,
2445.22477,-1202.7527,0,ipc proto,3,,,
2631.524775,-1268.4167,0,rgc,2,,,
2596.208774,-1305.0827,0,rgc,2,,,
2563.376773,-1235.9087,0,pial,1,,,
2609.060774,-1174.2407,0,ipc proto,3,,,
2628.706015,-1070.4744,0,apical,0,,,
2436.84401,-1061.6724,0,rgc,2,,,
2536.096012,-1148.5044,0,rgc,2,,,
2596.576014,-1071.5004,0,rgc,2,,,
2515.684012,-1104.7644,0,rgc,2,,,
2532.694012,-1019.9844,0,rgc,2,,,
2527.024012,-1159.9524,0,ipc proto,3,,,
2606.080014,-1156.0104,0,rgc,2,,,
2493.220011,-1140.8904,0,rgc,2,,,
2613.856014,-1159.4124,0,pial,1,,,
2469.352011,-1074.7404,0,pial,1,,,
2506.612012,-1021.3884,0,ipc proto,3,,,
2587.558014,-1005.6204,0,rgc,2,,,
2565.472013,-1018.1484,0,rgc,2,,,
2465.626011,-978.94442,0,rgc,2,,,
2485.282011,-1063.7784,0,rgc,2,,,
2484.742011,-1042.2864,0,rgc,2,,,
2608.618014,-1021.4424,0,rgc,2,,,
2598.736014,-1131.7104,0,rgc,2,,,
2581.132014,-1001.6784,0,rgc,2,,,
2515.468012,-971.54642,0,ipc proto,3,,,
2462.548011,-1077.2784,0,ipc proto,3,,,
2623.468015,-1165.0824,0,pial,1,,,
2605.648014,-1138.4064,0,pial,1,,,
2589.880014,-997.30442,0,rgc,2,,,
2579.350014,-970.73642,0,ipc proto,3,,,
2521.732012,-1033.0524,0,rgc,2,,,
2630.218015,-1147.5324,0,rgc,2,,,
2615.638015,-1083.8124,0,rgc,2,,,
2563.474013,-1075.5504,0,pial,1,,,
2437.11401,-1026.1404,0,ipc proto,3,,,
2569.036013,-1009.9944,0,rgc,2,,,
2475.778011,-975.86642,0,rgc,2,,,
2449.37201,-1060.8084,0,rgc,2,,,
2468.380011,-1125.0684,0,rgc,2,,,
2472.052011,-1027.7604,0,ipc proto,3,,,
2498.458011,-954.91442,0,ipc proto,3,,,
2549.434013,-1002.9204,0,rgc,2,,,
2478.856011,-1060.2684,0,rgc,2,,,
2544.358013,-1128.4164,0,rgc,2,,,
2524.054012,-985.85642,0,ipc proto,3,,,
2612.992014,-974.73242,0,rgc,2,,,
2558.938013,-975.48842,0,apical,0,,,
2545.330013,-1103.6844,0,ipc proto,3,,,
2543.332013,-966.41642,0,ipc proto,3,,,
2581.888014,-1141.9164,0,apical,0,,,
2480.854011,-1139.4324,0,ipc proto,3,,,
2606.134014,-1109.4624,0,rgc,2,,,
2504.182012,-1055.6784,0,rgc,2,,,
2576.326013,-1133.4384,0,rgc,2,,,
2447.10401,-1028.0304,0,ipc proto,3,,,
2478.539562,-854.46038,0,ipc proto,3,,,
2648.801566,-860.40038,0,rgc,2,,,
2478.863562,-821.35838,0,ipc proto,3,,,
2525.519563,-848.84438,0,ipc proto,3,,,
2459.801561,-843.55238,0,ipc 1,4,,,
2618.561565,-918.07239,0,ipc proto,3,,,
2568.287564,-840.90638,0,ipc proto,3,,,
2565.155564,-857.91638,0,apical,0,,,
2500.679562,-875.14239,0,ipc proto,3,,,
2617.265565,-911.53839,0,ipc proto,3,,,
2567.693564,-768.22238,0,rgc,2,,,
2631.521565,-856.72838,0,ipc proto,3,,,
2567.045564,-796.19438,0,ipc 1,4,,,
2602.469565,-838.63838,0,ipc proto,3,,,
2525.195563,-811.09838,0,rgc,2,,,
2620.667565,-877.14039,0,ipc proto,3,,,
2615.321565,-927.57639,0,rgc,2,,,
2581.517564,-844.20038,0,apical,0,,,
2591.075564,-900.52239,0,ipc proto,3,,,
2652.797566,-793.33238,0,rgc,2,,,
2594.963565,-868.17638,0,ipc proto,3,,,
2595.287565,-858.07838,0,rgc,2,,,
2601.875565,-947.28639,0,ipc proto,3,,,
2582.111564,-797.27438,0,ipc 1,4,,,
2447.219561,-892.74639,0,ipc proto,3,,,
2637.785566,-864.88238,0,ipc proto,3,,,
2631.305565,-780.37238,0,ipc proto,3,,,
2547.497563,-843.98438,0,ipc proto,3,,,
2556.947564,-871.68639,0,ipc proto,3,,,
2445.491561,-966.18639,0,rgc,2,,,
2529.839563,-881.02839,0,ipc 1,4,,,
2491.931562,-932.27439,0,ipc proto,3,,,
2462.933561,-916.72239,0,ipc proto,3,,,
2476.595561,-788.41838,0,ipc 1,4,,,
2614.781565,-960.35439,0,rgc,2,,,
2619.695565,-859.86038,0,ipc proto,3,,,
2502.299562,-864.23438,0,ipc proto,3,,,
2509.859562,-962.94639,0,ipc proto,3,,,
2580.113564,-858.56438,0,ipc proto,3,,,
2591.615564,-846.79238,0,ipc proto,3,,,
2447.165561,-797.27438,0,ipc 1,4,,,
2547.821563,-833.72438,0,ipc proto,3,,,
2511.101562,-954.30639,0,ipc proto,3,,,
2631.899565,-822.60038,0,ipc proto,3,,,
2557.001564,-908.78439,0,rgc,2,,,
2513.153562,-905.11239,0,ipc proto,3,,,
2493.281562,-784.90838,0,ipc 1,4,,,
2528.813563,-930.38439,0,ipc proto,3,,,
2480.213562,-927.95439,0,rgc,2,,,
2606.735565,-783.66638,0,ipc 1,4,,,
2581.733564,-891.55839,0,rgc,2,,,
2604.737565,-860.99438,0,ipc proto,3,,,
2526.923563,-801.75638,0,ipc 1,4,,,
2472.869561,-791.28038,0,ipc 1,4,,,
2622.989565,-843.66038,0,ipc proto,3,,,
2589.563564,-906.13839,0,ipc proto,3,,,
2501.003562,-967.64439,0,ipc proto,3,,,
2630.441565,-843.22838,0,ipc proto,3,,,
2601.875565,-969.15639,0,rgc,2,,,
2567.477564,-963.81039,0,ipc proto,3,,,
2584.109564,-945.01839,0,ipc proto,3,,,
2527.463563,-921.20439,0,rgc,2,,,
2569.043564,-806.45438,0,apical,0,,,
2483.561562,-965.75439,0,ipc proto,3,,,
2449.055561,-933.40839,0,ipc proto,3,,,
2613.107565,-884.86239,0,ipc proto,3,,,
2599.067565,-786.42038,0,ipc proto,3,,,
2477.459561,-931.30239,0,ipc proto,3,,,
2555.921564,-852.67838,0,ipc 1,4,,,
2626.175565,-830.80838,0,ipc proto,3,,,
2468.225561,-820.27838,0,ipc proto,3,,,
2481.185562,-942.69639,0,ipc proto,3,,,
2611.541565,-896.58039,0,ipc proto,3,,,
2601.551565,-871.47039,0,rgc,2,,,
2529.677563,-815.36438,0,rgc,2,,,
2562.023564,-886.48239,0,ipc proto,3,,,
2558.297564,-893.71839,0,ipc 1,4,,,
2593.883564,-830.43038,0,ipc proto,3,,,
2534.714727,-662.0141,0,ipc 1,4,,,
2669.12073,-723.5741,0,rgc,2,,,
2530.934727,-720.7661,0,ipc 1,4,,,
2584.556728,-692.9561,0,rgc,2,,,
2634.128729,-592.6781,0,ipc 1,4,,,
2647.30473,-598.7801,0,ipc 1,4,,,
2567.924728,-701.9201,0,ipc proto,3,,,
2519.054726,-593.4881,0,apical,0,,,
2664.85473,-626.7521,0,ipc 1,4,,,
2571.704728,-684.3701,0,ipc 1,4,,,
2502.908726,-725.7881,0,ipc 1,4,,,
2599.514728,-664.0121,0,ipc 1,4,,,
2554.478727,-620.7041,0,ipc 1,4,,,
2553.614727,-562.1681,0,ipc 1,4,,,
2492.486726,-636.9041,0,ipc 1,4,,,
2506.850726,-683.3441,0,ipc 1,4,,,
2603.834729,-743.0681,0,apical,0,,,
2492.000726,-664.8761,0,ipc 1,4,,,
2576.672728,-561.3581,0,ipc 1,4,,,
2619.116729,-621.6761,0,ipc proto,3,,,
2590.442728,-752.9501,0,ipc 1,4,,,
2614.364729,-557.5241,0,ipc 1,4,,,
2561.822728,-715.2581,0,ipc proto,3,,,
2582.720728,-604.1801,0,ipc 1,4,,,
2666.79873,-593.0021,0,ipc proto,3,,,
2664.04473,-679.9961,0,ipc proto,3,,,
2530.772727,-615.1961,0,ipc 1,4,,,
2523.158727,-603.9641,0,ipc 1,4,,,
2647.89873,-752.7341,0,rgc,2,,,
2486.114726,-678.4301,0,ipc 1,4,,,
2526.938727,-628.4261,0,ipc 1,4,,,
2486.546726,-739.7201,0,ipc 1,4,,,
2605.076729,-691.7681,0,ipc 1,4,,,
2471.264725,-748.2521,0,ipc 1,4,,,
2513.924726,-676.4861,0,ipc 1,4,,,
2637.584729,-622.0001,0,ipc 1,4,,,
2555.288727,-674.9201,0,ipc 1,4,,,
2482.280725,-682.2641,0,rgc,2,,,
2535.848727,-761.7521,0,rgc,2,,,
2628.242729,-765.8021,0,ipc 1,4,,,
2492.918726,-675.6221,0,ipc 1,4,,,
2598.920728,-616.8161,0,ipc 1,4,,,
2525.588727,-592.1921,0,ipc 1,4,,,
2466.728725,-720.6041,0,ipc 1,4,,,
2534.552727,-574.5881,0,ipc 1,4,,,
2638.77273,-672.0581,0,ipc 1,4,,,
2559.716727,-668.7101,0,ipc 1,4,,,
2567.114728,-617.9501,0,ipc 1,4,,,
2508.578726,-623.4581,0,ipc 1,4,,,
2527.532727,-680.3741,0,ipc 1,4,,,
2543.678727,-712.2341,0,ipc 1,4,,,
2616.038729,-589.6001,0,ipc 1,4,,,
2539.358727,-586.1441,0,ipc 1,4,,,
2595.464728,-721.1441,0,ipc 1,4,,,
2460.356725,-668.0081,0,ipc 1,4,,,
2490.218726,-595.4321,0,ipc 1,4,,,
2466.944725,-613.1441,0,ipc 1,4,,,
2523.536727,-635.2301,0,ipc 1,4,,,
2602.430729,-591.3281,0,ipc proto,3,,,
2494.592726,-619.9481,0,ipc 1,4,,,
2500.640726,-759.8081,0,ipc 1,4,,,
2466.782725,-634.2041,0,ipc 1,4,,,
2628.728729,-750.0341,0,ipc 1,4,,,
2568.788728,-652.4561,0,ipc 1,4,,,
2563.658728,-573.7781,0,ipc 1,4,,,
2749.539661,-427.79665,0,ipc 1,4,,,
2672.589659,-528.56065,0,rgc,2,,,
2794.953662,-538.92865,0,ipc 1,4,,,
2857.971663,-460.35865,0,ipc 1,4,,,
2690.193659,-472.23865,0,ipc 1,4,,,
2779.401661,-421.42465,0,ipc 1,4,,,
2835.723663,-550.43065,0,rgc,2,,,
2813.691662,-556.85665,0,ipc proto,3,,,
2770.005661,-427.25665,0,rgc,2,,,
2722.10766,-445.50865,0,ipc 1,4,,,
2842.635663,-479.85265,0,ipc 1,4,,,
2667.783658,-473.48065,0,ipc 1,4,,,
2703.477659,-463.22065,0,ipc 1,4,,,
2771.517661,-573.48865,0,rgc,2,,,
2819.307662,-425.47465,0,ipc 1,4,,,
2749.755661,-490.22065,0,ipc 1,4,,,
2866.827664,-424.28665,0,ipc 1,4,,,
2722.26966,-508.63465,0,rgc,2,,,
2792.415662,-441.40465,0,ipc 1,4,,,
2739.22566,-552.15865,0,ipc 1,4,,,
2802.783662,-463.32865,0,ipc 1,4,,,
2722.70166,-555.88465,0,ipc 1,4,,,
2845.443663,-376.28065,0,ipc 1,4,,,
2783.991661,-474.56065,0,ipc 1,4,,,
2752.077661,-385.24465,0,ipc 1,4,,,
2806.131662,-513.65665,0,ipc 1,4,,,
2710.17366,-518.89465,0,ipc 1,4,,,
2760.285661,-527.91265,0,ipc 1,4,,,
2773.839661,-379.30465,0,ipc 1,4,,,
2733.55566,-428.93065,0,ipc 1,4,,,
2729.01966,-511.17265,0,ipc 1,4,,,
2716.11366,-522.51265,0,ipc 1,4,,,
2820.549662,-540.00865,0,ipc 1,4,,,
2838.423663,-530.12665,0,ipc proto,3,,,
2843.283663,-498.69865,0,ipc proto,3,,,
2817.795662,-398.36665,0,ipc 1,4,,,
2845.821663,-474.18265,0,ipc 1,4,,,
2697.699659,-569.16865,0,ipc 1,4,,,
2736.63366,-500.96665,0,rgc,2,,,
2770.545661,-460.30465,0,rgc,2,,,
2703.153659,-530.39665,0,ipc 1,4,,,
2740.30566,-545.51665,0,ipc proto,3,,,
2717.24766,-484.11865,0,ipc proto,3,,,
2826.003663,-465.86665,0,ipc 1,4,,,
2829.135663,-445.18465,0,ipc 1,4,,,
2781.885661,-572.57065,0,ipc 1,4,,,
2801.919662,-437.67865,0,ipc 1,4,,,
2859.051663,-419.48065,0,ipc proto,3,,,
2838.747663,-428.60665,0,ipc 1,4,,,
2773.299661,-479.85265,0,ipc 1,4,,,
2826.503596,-763.749,0,rgc,2,,,
2763.809595,-743.22899,0,ipc proto,3,,,
2762.459595,-615.57299,0,ipc 1,4,,,
2747.393594,-648.89099,0,ipc 1,4,,,
2856.527597,-736.15499,0,rgc,2,,,
2750.525594,-724.86899,0,ipc proto,3,,,
2693.015593,-739.23299,0,apical,0,,,
2656.619592,-564.27299,0,ipc 1,4,,,
2699.603593,-599.53499,0,ipc 1,4,,,
2737.673594,-771.741,0,ipc proto,3,,,
2784.491595,-585.44099,0,ipc 1,4,,,
2806.577596,-748.79099,0,ipc proto,3,,,
2677.517592,-622.05299,0,ipc proto,3,,,
2783.735595,-741.33899,0,ipc proto,3,,,
2712.401593,-612.65699,0,ipc 1,4,,,
2825.963596,-667.57499,0,ipc proto,3,,,
2804.201596,-664.33499,0,ipc 1,4,,,
2722.445594,-685.61099,0,ipc 1,4,,,
2848.697597,-653.04899,0,ipc 1,4,,,
2798.747596,-600.77699,0,ipc 1,4,,,
2693.015593,-585.22499,0,ipc 1,4,,,
2656.781592,-739.01699,0,ipc proto,3,,,
2748.851594,-604.82699,0,ipc 1,4,,,
2778.227595,-671.84099,0,ipc proto,3,,,
2725.739594,-593.91899,0,ipc 1,4,,,
2736.053594,-652.94099,0,apical,0,,,
2793.077595,-643.27499,0,ipc 1,4,,,
2836.871597,-667.19699,0,ipc proto,3,,,
2706.353593,-632.69099,0,ipc proto,3,,,
2695.877593,-652.67099,0,ipc 1,4,,,
2734.649594,-665.25299,0,ipc 1,4,,,
2808.359596,-574.47899,0,ipc 1,4,,,
2780.171595,-614.97899,0,ipc 1,4,,,
2709.755593,-643.38299,0,ipc proto,3,,,
2795.831596,-635.12099,0,ipc proto,3,,,
2700.953593,-709.69499,0,ipc proto,3,,,
2840.597597,-755.64899,0,rgc,2,,,
2771.369595,-697.11299,0,ipc proto,3,,,
2769.695595,-632.25899,0,ipc 1,4,,,
2853.989597,-560.06099,0,ipc 1,4,,,
2810.357596,-731.67299,0,ipc proto,3,,,
2656.241592,-650.07899,0,ipc 1,4,,,
2680.541593,-705.05099,0,ipc 1,4,,,
2708.243593,-697.81499,0,ipc proto,3,,,
2677.517592,-659.31299,0,ipc proto,3,,,
2824.019596,-705.69899,0,ipc proto,3,,,
2813.759596,-621.35099,0,rgc,2,,,
2868.029597,-708.50699,0,apical,0,,,
2742.371594,-634.63499,0,ipc proto,3,,,
2738.969594,-623.18699,0,ipc 1,4,,,
2815.595596,-593.64899,0,ipc 1,4,,,
2770.181595,-723.24899,0,ipc proto,3,,,
2837.951597,-716.71499,0,rgc,2,,,
2833.469597,-651.26699,0,ipc proto,3,,,
2792.051595,-707.10299,0,ipc proto,3,,,
2735.205725,-759.49056,0,ipc proto,3,,,
2852.763728,-857.77056,0,ipc proto,3,,,
2726.781725,-805.01256,0,ipc proto,3,,,
2784.399726,-870.40656,0,rgc,2,,,
2709.771724,-926.56656,0,rgc,2,,,
2693.679724,-835.03656,0,ipc proto,3,,,
2712.741724,-902.75256,0,rgc,2,,,
2783.859726,-806.90256,0,rgc,2,,,
2649.237723,-896.75856,0,rgc,2,,,
2744.169725,-947.46457,0,rgc,2,,,
2671.053723,-795.18456,0,ipc proto,3,,,
2743.143725,-792.70056,0,ipc 1,4,,,
2756.859726,-939.90457,0,rgc,2,,,
2692.383724,-810.89856,0,apical,0,,,
2830.947728,-928.72657,0,pial,1,,,
2823.117727,-958.48057,0,rgc,2,,,
2835.645728,-939.63457,0,apical,0,,,
2796.549727,-800.63856,0,rgc,2,,,
2801.247727,-912.68856,0,ipc proto,3,,,
2689.197724,-789.62256,0,ipc proto,3,,,
2680.611724,-923.11056,0,rgc,2,,,
2801.355727,-772.50456,0,ipc proto,3,,,
2721.597725,-819.32256,0,ipc proto,3,,,
2654.205723,-880.07256,0,rgc,2,,,
2651.613723,-967.55257,0,rgc,2,,,
2753.511726,-864.25056,0,rgc,2,,,
2678.613724,-792.10656,0,ipc 1,4,,,
2669.919723,-905.39856,0,ipc proto,3,,,
2686.929724,-904.42656,0,rgc,2,,,
2803.515727,-793.29456,0,rgc,2,,,
2769.225726,-775.31256,0,ipc proto,3,,,
2743.899725,-906.26256,0,ipc proto,3,,,
2739.957725,-821.91456,0,ipc proto,3,,,
2764.635726,-817.37856,0,apical,0,,,
2753.403726,-767.15856,0,rgc,2,,,
2831.433728,-769.80456,0,rgc,2,,,
2744.007725,-811.33056,0,ipc proto,3,,,
2715.495725,-968.52457,0,rgc,2,,,
2695.785724,-919.97856,0,rgc,2,,,
2836.995728,-853.39656,0,rgc,2,,,
2762.529726,-807.11856,0,ipc proto,3,,,
2744.709725,-759.97656,0,rgc,2,,,
2701.617724,-796.80456,0,rgc,2,,,
2647.779723,-824.88456,0,ipc proto,3,,,
2748.597725,-867.86856,0,rgc,2,,,
2735.475725,-864.52056,0,rgc,2,,,
2812.155727,-852.42456,0,ipc proto,3,,,
2755.725726,-840.65256,0,rgc,2,,,
2833.917728,-831.20256,0,rgc,2,,,
2697.621724,-959.88457,0,ipc proto,3,,,
2647.455723,-764.99856,0,rgc,2,,,
2811.561727,-815.54256,0,rgc,2,,,
2766.093726,-795.40056,0,ipc proto,3,,,
2706.639724,-826.93656,0,ipc proto,3,,,
2792.283727,-804.63456,0,ipc proto,3,,,
2651.397723,-889.73856,0,ipc proto,3,,,
2677.749724,-947.89657,0,rgc,2,,,
2814.801727,-947.35657,0,pial,1,,,
2683.203724,-831.25656,0,rgc,2,,,
2669.919723,-861.82056,0,ipc proto,3,,,
2668.785723,-823.21056,0,apical,0,,,
2678.127724,-808.79256,0,ipc proto,3,,,
2805.027727,-820.07856,0,rgc,2,,,
2680.125724,-818.40456,0,ipc proto,3,,,
2785.479726,-840.27456,0,rgc,2,,,
2717.979725,-956.86057,0,rgc,2,,,
2842.395728,-845.83656,0,rgc,2,,,
2826.789727,-791.13456,0,rgc,2,,,
2729.373725,-904.26456,0,ipc proto,3,,,
2669.865723,-888.44256,0,rgc,2,,,
2682.285724,-766.07856,0,ipc 1,4,,,
2709.780531,-1054.5552,0,apical,0,,,
2828.904534,-1149.3792,0,apical,0,,,
2773.230533,-1121.4072,0,pial,1,,,
2668.30853,-1044.2952,0,rgc,2,,,
2654.48453,-1120.5432,0,rgc,2,,,
2654.43053,-1133.9892,0,rgc,2,,,
2660.69453,-1010.5992,0,rgc,2,,,
2688.666531,-1142.1972,0,ipc proto,3,,,
2819.184534,-1004.2812,0,rgc,2,,,
2667.12053,-1135.9872,0,rgc,2,,,
2799.636534,-1144.0872,0,rgc,2,,,
2689.692531,-1096.2972,0,ipc proto,3,,,
2693.688531,-1029.4452,0,rgc,2,,,
2721.714532,-1029.8232,0,rgc,2,,,
2781.978533,-1165.3092,0,rgc,2,,,
2787.864533,-1086.9012,0,rgc,2,,,
2771.016533,-1050.1812,0,rgc,2,,,
2825.664534,-992.2932,0,rgc,2,,,
2852.934535,-1001.1492,0,ipc proto,3,,,
2788.350533,-1044.6192,0,rgc,2,,,
2661.77453,-1099.6992,0,rgc,2,,,
2696.658531,-983.5992,0,rgc,2,,,
2724.954532,-991.9152,0,rgc,2,,,
2755.140532,-1010.2212,0,ipc proto,3,,,
2738.184532,-1061.3592,0,pial,1,,,
2838.624535,-1171.8432,0,pial,1,,,
2795.424533,-962.2692,0,rgc,2,,,
2774.418533,-1026.5832,0,rgc,2,,,
2734.188532,-1074.8052,0,apical,0,,,
2744.124532,-961.3512,0,apical,0,,,
2849.586535,-1129.9932,0,rgc,2,,,
2772.852533,-1152.6192,0,rgc,2,,,
2811.732534,-1084.9572,0,apical,0,,,
2792.184533,-1176.3252,0,apical,0,,,
2639.580529,-1023.3972,0,rgc,2,,,
2758.704533,-1082.3652,0,rgc,2,,,
2730.192532,-982.2492,0,rgc,2,,,
2700.330531,-1071.6732,0,rgc,2,,,
2765.562533,-1098.5112,0,rgc,2,,,
2685.426531,-1112.7132,0,apical,0,,,
2823.234534,-1040.6232,0,rgc,2,,,
2709.186531,-1133.2872,0,rgc,2,,,
2848.830535,-1064.1672,0,rgc,2,,,
2679.16253,-1150.8912,0,apical,0,,,
2774.273885,-1304.5601,0,rgc,2,,,
2775.839885,-1200.6101,0,rgc,2,,,
2737.823884,-1309.1501,0,rgc,2,,,
2728.589884,-1337.1221,0,rgc,2,,,
2807.375886,-1356.9941,0,rgc,2,,,
2674.967882,-1338.5261,0,rgc,2,,,
2708.069883,-1376.9741,0,rgc,2,,,
2704.451883,-1199.5301,0,rgc,2,,,
2822.873886,-1228.5821,0,rgc,2,,,
2738.147884,-1372.4381,0,rgc,2,,,
2810.507886,-1308.9881,0,rgc,2,,,
2734.799884,-1299.1601,0,ipc 1,4,,,
2689.925883,-1311.8501,0,rgc,2,,,
2776.649885,-1252.1801,0,rgc,2,,,
2650.721882,-1216.3241,0,rgc,2,,,
2692.031883,-1171.342,0,rgc,2,,,
2705.477883,-1338.3101,0,rgc,2,,,
2677.127882,-1256.4461,0,rgc,2,,,
2749.811884,-1368.1721,0,rgc,2,,,
2661.467882,-1286.2001,0,rgc,2,,,
2708.825883,-1210.4921,0,rgc,2,,,
2819.741886,-1218.8621,0,rgc,2,,,
2830.541886,-1182.196,0,rgc,2,,,
2739.119884,-1352.6741,0,rgc,2,,,
2653.799882,-1258.9841,0,rgc,2,,,
2672.753882,-1260.6581,0,rgc,2,,,
2654.771882,-1367.5781,0,rgc,2,,,
2700.131883,-1231.7141,0,ipc proto,3,,,
2827.517886,-1294.7861,0,rgc,2,,,
2804.243885,-1350.6221,0,rgc,2,,,
2725.025883,-1222.2101,0,pial,1,,,
2678.423882,-1318.6001,0,rgc,2,,,
2784.695885,-1236.8441,0,rgc,2,,,
2662.223882,-1229.1761,0,rgc,2,,,
2662.871882,-1298.7281,0,rgc,2,,,
2785.721885,-1206.6041,0,rgc,2,,,
2816.879886,-1247.5361,0,ipc proto,3,,,
2831.837886,-1348.2461,0,apical,0,,,
2703.101883,-1279.0181,0,rgc,2,,,
2743.061884,-1161.568,0,rgc,2,,,
