x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
382.738608,218.358821,0,pial,,,,
390.470701,218.819972,0,pial,,,,
398.202794,219.187967,0,pial,,,,
405.934887,219.459904,0,pial,,,,
413.66698,219.632822,0,pial,,,,
421.399073,219.703696,0,pial,,,,
429.131166,219.669435,0,pial,,,,
436.863259,219.526886,0,pial,,,,
444.595352,219.272828,0,pial,,,,
452.327445,218.903976,0,pial,,,,
460.059538,218.416976,0,pial,,,,
467.791632,217.808405,0,pial,,,,
475.523725,217.074774,0,pial,,,,
483.255818,216.212522,0,pial,,,,
490.987911,215.218019,0,pial,,,,
498.720004,214.087561,0,pial,,,,
506.452097,212.817375,0,pial,,,,
514.18419,211.403613,0,pial,,,,
521.916283,209.842354,0,pial,,,,
529.648376,208.129601,0,pial,,,,
537.380469,206.261284,0,pial,,,,
545.112562,204.233253,0,pial,,,,
552.844655,202.041285,0,pial,,,,
560.576749,199.681075,0,pial,,,,
568.308842,197.148242,0,pial,,,,
576.040935,194.438324,0,pial,,,,
583.773028,191.54678,0,pial,,,,
591.505121,188.468986,0,pial,,,,
599.237214,185.200236,0,pial,,,,
606.969307,181.735743,0,pial,,,,
614.7014,178.070633,0,pial,,,,
-614.7014,-37.752295,0,pial,,,,
-606.969307,-36.758068,0,pial,,,,
-599.237214,-35.702907,0,pial,,,,
-591.505121,-34.588602,0,pial,,,,
-583.773028,-33.416895,0,pial,,,,
-576.040935,-32.189487,0,pial,,,,
-568.308842,-30.908035,0,pial,,,,
-560.576749,-29.574156,0,pial,,,,
-552.844655,-28.189425,0,pial,,,,
-545.112562,-26.755376,0,pial,,,,
-537.380469,-25.273506,0,pial,,,,
-529.648376,-23.74527,0,pial,,,,
-521.916283,-22.17209,0,pial,,,,
-514.18419,-20.555348,0,pial,,,,
-506.452097,-18.89639,0,pial,,,,
-498.720004,-17.196529,0,pial,,,,
-490.987911,-15.457041,0,pial,,,,
-483.255818,-13.679171,0,pial,,,,
-475.523725,-11.864129,0,pial,,,,
-467.791632,-10.013095,0,pial,,,,
-460.059538,-8.127217,0,pial,,,,
-452.327445,-6.207613,0,pial,,,,
-444.595352,-4.255372,0,pial,,,,
-436.863259,-2.271555,0,pial,,,,
-429.131166,-0.257192,0,pial,,,,
-421.399073,1.786708,0,pial,,,,
-413.66698,3.859169,0,pial,,,,
-405.934887,5.959234,0,pial,,,,
-398.202794,8.085975,0,pial,,,,
-390.470701,10.238484,0,pial,,,,
-382.738608,12.415879,0,pial,,,,
-375.006515,14.617298,0,pial,,,,
-367.274421,16.841901,0,pial,,,,
-359.542328,19.088867,0,pial,,,,
-351.810235,21.357395,0,pial,,,,
-344.078142,23.646704,0,pial,,,,
-336.346049,25.95603,0,pial,,,,
-328.613956,28.284624,0,pial,,,,
-320.881863,30.631756,0,pial,,,,
-313.14977,32.996711,0,pial,,,,
-305.417677,35.378786,0,pial,,,,
-297.685584,37.777294,0,pial,,,,
-289.953491,40.191561,0,pial,,,,
-282.221398,42.620923,0,pial,,,,
-274.489304,45.06473,0,pial,,,,
-266.757211,47.52234,0,pial,,,,
-259.025118,49.993121,0,pial,,,,
-251.293025,52.47645,0,pial,,,,
-243.560932,54.971713,0,pial,,,,
-235.828839,57.478302,0,pial,,,,
-228.096746,59.995614,0,pial,,,,
-220.364653,62.523054,0,pial,,,,
-212.63256,65.06003,0,pial,,,,
-204.900467,67.605955,0,pial,,,,
-197.168374,70.160242,0,pial,,,,
-189.436281,72.722309,0,pial,,,,
-181.704187,75.291575,0,pial,,,,
-173.972094,77.867459,0,pial,,,,
-166.240001,80.449379,0,pial,,,,
-158.507908,83.036753,0,pial,,,,
-150.775815,85.628995,0,pial,,,,
-143.043722,88.225519,0,pial,,,,
-135.311629,90.825732,0,pial,,,,
-127.579536,93.429041,0,pial,,,,
-119.847443,96.034843,0,pial,,,,
-112.11535,98.642531,0,pial,,,,
-104.383257,101.251492,0,pial,,,,
-96.651164,103.861104,0,pial,,,,
-88.91907,106.470735,0,pial,,,,
-81.186977,109.079746,0,pial,,,,
-73.454884,111.687488,0,pial,,,,
-65.722791,114.293298,0,pial,,,,
-57.990698,116.896503,0,pial,,,,
-50.258605,119.496417,0,pial,,,,
-42.526512,122.092341,0,pial,,,,
-34.794419,124.683561,0,pial,,,,
-27.062326,127.269347,0,pial,,,,
-19.330233,129.848955,0,pial,,,,
-11.59814,132.421621,0,pial,,,,
-3.866047,134.986567,0,pial,,,,
3.866047,137.542994,0,pial,,,,
11.59814,140.090084,0,pial,,,,
19.330233,142.627,0,pial,,,,
27.062326,145.152882,0,pial,,,,
34.794419,147.666849,0,pial,,,,
42.526512,150.167998,0,pial,,,,
50.258605,152.655403,0,pial,,,,
57.990698,155.128112,0,pial,,,,
65.722791,157.585148,0,pial,,,,
73.454884,160.02551,0,pial,,,,
81.186977,162.448168,0,pial,,,,
88.91907,164.852066,0,pial,,,,
96.651164,167.236118,0,pial,,,,
104.383257,169.599209,0,pial,,,,
112.11535,171.940197,0,pial,,,,
119.847443,174.257904,0,pial,,,,
127.579536,176.551123,0,pial,,,,
135.311629,178.818616,0,pial,,,,
143.043722,181.059108,0,pial,,,,
150.775815,183.271293,0,pial,,,,
158.507908,185.453827,0,pial,,,,
166.240001,187.605333,0,pial,,,,
173.972094,189.724396,0,pial,,,,
181.704187,191.809562,0,pial,,,,
189.436281,193.859342,0,pial,,,,
197.168374,195.872204,0,pial,,,,
204.900467,197.84658,0,pial,,,,
212.63256,199.780857,0,pial,,,,
220.364653,201.673384,0,pial,,,,
228.096746,203.522465,0,pial,,,,
235.828839,205.326362,0,pial,,,,
243.560932,207.083293,0,pial,,,,
251.293025,208.79143,0,pial,,,,
259.025118,210.448899,0,pial,,,,
266.757211,212.053781,0,pial,,,,
274.489304,213.604109,0,pial,,,,
282.221398,215.097867,0,pial,,,,
289.953491,216.532991,0,pial,,,,
297.685584,217.907365,0,pial,,,,
305.417677,219.218824,0,pial,,,,
313.14977,220.465153,0,pial,,,,
320.881863,221.64408,0,pial,,,,
328.613956,222.753285,0,pial,,,,
336.346049,223.790389,0,pial,,,,
344.078142,224.752963,0,pial,,,,
351.810235,225.638519,0,pial,,,,
359.542328,226.444512,0,pial,,,,
367.274421,227.168343,0,pial,,,,
375.006515,227.807352,0,pial,,,,
382.738608,228.358821,0,pial,,,,
390.470701,228.819972,0,pial,,,,
398.202794,229.187967,0,pial,,,,
405.934887,229.459904,0,pial,,,,
413.66698,229.632822,0,pial,,,,
421.399073,229.703696,0,pial,,,,
429.131166,229.669435,0,pial,,,,
436.863259,229.526886,0,pial,,,,
444.595352,229.272828,0,pial,,,,
452.327445,228.903976,0,pial,,,,
460.059538,228.416976,0,pial,,,,
467.791632,227.808405,0,pial,,,,
475.523725,227.074774,0,pial,,,,
483.255818,226.212522,0,pial,,,,
490.987911,225.218019,0,pial,,,,
498.720004,224.087561,0,pial,,,,
506.452097,222.817375,0,pial,,,,
514.18419,221.403613,0,pial,,,,
521.916283,219.842354,0,pial,,,,
529.648376,218.129601,0,pial,,,,
537.380469,216.261284,0,pial,,,,
545.112562,214.233253,0,pial,,,,
552.844655,212.041285,0,pial,,,,
560.576749,209.681075,0,pial,,,,
568.308842,207.148242,0,pial,,,,
576.040935,204.438324,0,pial,,,,
583.773028,201.54678,0,pial,,,,
591.505121,198.468986,0,pial,,,,
599.237214,195.200236,0,pial,,,,
606.969307,191.735743,0,pial,,,,
614.7014,188.070633,0,pial,,,,
